GEOIDFQ,SUMLEVEL,NAME,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
1600000US3941608,160,Lakeview,2023,13,158000,158000,,,,,,,2.04160744282207,
1600000US3941608,160,Lakeview,2024,2,182662,188050,,,,,,,,
1600000US3941720,160,Lancaster City,2012,338,112806,85000,,,,,,,1.582897260656623,
1600000US3941720,160,Lancaster City,2013,369,121642,93000,,,,,,,1.719706355516929,
1600000US3941720,160,Lancaster City,2014,410,122435,95125,,,,,,,1.6874811516559933,
1600000US3941720,160,Lancaster City,2015,505,147841,115000,,,,,,,1.9762166620841353,
1600000US3941720,160,Lancaster City,2016,579,152220,119900,,,,,,,1.9885892460277972,
1600000US3941720,160,Lancaster City,2017,587,155260,124900,,,,,,,1.9587855216109402,
1600000US3941720,160,Lancaster City,2018,584,150466,124000,,,,,,,1.9359270592643478,
1600000US3941720,160,Lancaster City,2019,632,170433,143000,,,,,,,2.1277545493772974,
1600000US3941720,160,Lancaster City,2020,599,178952,152000,,,,,,,2.186326827093192,
1600000US3941720,160,Lancaster City,2021,690,196785,175000,,,,,,,2.436002728323056,
1600000US3941720,160,Lancaster City,2022,608,196520,188750,,,,,,,2.490861343151616,
1600000US3941720,160,Lancaster City,2023,513,199900,199900,,,,,,,2.5830210621527327,
1600000US3941720,160,Lancaster City,2024,598,227733,234450,,,,,,,,
0700000US390734205699999,070,Laurel Township,2012,3,162574,122500,,,,,,,2.281234287416898,
0700000US390734205699999,070,Laurel Township,2013,7,215816,165000,,,,,,,3.0510919210784224,
0700000US390734205699999,070,Laurel Township,2014,12,146085,113500,,,,,,,2.0134466303595824,
0700000US390734205699999,070,Laurel Township,2015,11,192836,150000,,,,,,,2.577673907066263,
0700000US390734205699999,070,Laurel Township,2016,7,243754,192000,,,,,,,3.1843964573589414,
0700000US390734205699999,070,Laurel Township,2017,11,196586,158145,,,,,,,2.4801612194968947,
0700000US390734205699999,070,Laurel Township,2018,5,224485,185000,,,,,,,2.888278273902454,
0700000US390734205699999,070,Laurel Township,2019,9,367682,308500,,,,,,,4.590295653726546,
0700000US390734205699999,070,Laurel Township,2020,14,323703,274950,,,,,,,3.954806323087323,
0700000US390734205699999,070,Laurel Township,2021,15,208030,185000,,,,,,,2.5752028842272305,
0700000US390734205699999,070,Laurel Township,2022,22,526829,506000,,,,,,,6.677487892104464,
0700000US390734205699999,070,Laurel Township,2023,20,595000,595000,,,,,,,7.688331825817289,
0700000US390734205699999,070,Laurel Township,2024,15,576982,594000,,,,,,,,
1600000US3942084,160,Laurelville,2014,2,77226,60000,,,,,,,1.0643770733178408,
1600000US3942084,160,Laurelville,2015,1,46281,36000,,,,,,,0.6186417376959031,
1600000US3942084,160,Laurelville,2017,3,124059,99800,,,,,,,1.565146477636284,
1600000US3942084,160,Laurelville,2018,2,127107,104750,,,,,,,1.6353899956285518,
1600000US3942084,160,Laurelville,2019,4,153151,128500,,,,,,,1.9120032139509275,
1600000US3942084,160,Laurelville,2020,6,119439,101450,,,,,,,1.4592293197934496,
1600000US3942084,160,Laurelville,2021,6,184922,164450,,,,,,,2.2891465638441515,
1600000US3942084,160,Laurelville,2022,5,171792,165000,,,,,,,2.177441703947108,
1600000US3942084,160,Laurelville,2023,5,180000,180000,,,,,,,2.3258818968859027,
1600000US3942084,160,Laurelville,2024,7,147286,151630,,,,,,,,
0700000US391594249099999,070,Leesburg Township,2012,7,114134,86000,,,,,,,1.6015195813702303,
0700000US391594249099999,070,Leesburg Township,2013,9,157939,120751,,,,,,,2.2328630337099433,
0700000US391594249099999,070,Leesburg Township,2014,12,166357,129250,,,,,,,2.2928456121055154,
0700000US391594249099999,070,Leesburg Township,2015,8,229989,178900,,,,,,,3.0743057464943635,
0700000US391594249099999,070,Leesburg Township,2016,17,366901,289000,,,,,,,4.793180084253823,
0700000US391594249099999,070,Leesburg Township,2017,16,303310,244000,,,,,,,3.826610626685904,
0700000US391594249099999,070,Leesburg Township,2018,2,60672,50000,,,,,,,0.7806157497033661,
0700000US391594249099999,070,Leesburg Township,2019,11,234673,196900,,,,,,,2.929754341065663,
0700000US391594249099999,070,Leesburg Township,2020,10,270782,230000,,,,,,,3.308257698891014,
0700000US391594249099999,070,Leesburg Township,2021,12,275443,244950,,,,,,,3.4097078188727576,
0700000US391594249099999,070,Leesburg Township,2022,12,331090,318000,,,,,,,4.1965240112435165,
0700000US391594249099999,070,Leesburg Township,2023,8,257500,257500,,,,,,,3.327303269156222,
0700000US391594249099999,070,Leesburg Township,2024,7,308889,318000,,,,,,,,
0700000US391594335899999,070,Liberty Township,2012,14,198738,149750,,,,,,,2.7886925268626976,
0700000US390894323299999,070,Liberty Township,2012,23,229727,173100,,,,,,,3.2235237155254284,
0700000US390834321899999,070,Liberty Township,2012,7,132713,100000,,,,,,,1.862232071360733,
0700000US390454312099999,070,Liberty Township,2012,39,212341,160000,,,,,,,2.9795713141771727,
0700000US390414310699999,070,Liberty Township,2012,209,454543,342500,,,,,,,6.37814484441051,
0700000US391594335899999,070,Liberty Township,2013,20,219871,168100,,,,,,,3.1084154662623202,
0700000US391414330299999,070,Liberty Township,2013,2,40711,31125,,,,,,,0.5755468851125206,
0700000US390894323299999,070,Liberty Township,2013,24,351191,268500,,,,,,,4.964958671573069,
0700000US390834321899999,070,Liberty Township,2013,10,198159,151500,,,,,,,2.8014663732687364,
0700000US390454312099999,070,Liberty Township,2013,41,261464,199900,,,,,,,3.69644409105198,
0700000US390414310699999,070,Liberty Township,2013,253,447982,342500,,,,,,,6.3333271695112705,
0700000US391594335899999,070,Liberty Township,2014,31,249568,193900,,,,,,,3.4397119086054886,
0700000US391414330299999,070,Liberty Township,2014,1,66929,52000,,,,,,,0.9224601302087952,
0700000US390914324699999,070,Liberty Township,2014,3,238113,185000,,,,,,,3.2818293093966755,
0700000US390894323299999,070,Liberty Township,2014,36,319779,248450,,,,,,,4.407408064430292,
0700000US390834321899999,070,Liberty Township,2014,15,160758,124900,,,,,,,2.215678274289972,
0700000US390454312099999,070,Liberty Township,2014,45,287022,223000,,,,,,,3.9559347891646413,
0700000US390414310699999,070,Liberty Township,2014,243,458206,356000,,,,,,,6.315303968352522,
0700000US391594335899999,070,Liberty Township,2015,27,249401,194000,,,,,,,3.333791586472367,
0700000US391414330299999,070,Liberty Township,2015,1,54121,42099,,,,,,,0.7234499587572174,
0700000US390914324699999,070,Liberty Township,2015,9,244258,190000,,,,,,,3.265053615617267,
0700000US390894323299999,070,Liberty Township,2015,30,318821,248000,,,,,,,4.261754193016222,
0700000US390834321899999,070,Liberty Township,2015,20,211798,164750,,,,,,,2.8311451745944454,
0700000US390454312099999,070,Liberty Township,2015,55,299538,233000,,,,,,,4.003986802309596,
0700000US390414310699999,070,Liberty Township,2015,297,482089,375000,,,,,,,6.444184767665658,
0700000US391594335899999,070,Liberty Township,2016,32,197766,155776,,,,,,,2.58359869970478,
0700000US391414330299999,070,Liberty Township,2016,6,106325,83750,,,,,,,1.389027100540684,
0700000US390914324699999,070,Liberty Township,2016,4,187259,147500,,,,,,,2.446346236773145,
0700000US390894323299999,070,Liberty Township,2016,25,330084,260000,,,,,,,4.3122035360068995,
0700000US390834321899999,070,Liberty Township,2016,13,307232,242000,,,,,,,4.013666368129499,
0700000US390454312099999,070,Liberty Township,2016,43,314850,248000,,,,,,,4.1131787574219665,
0700000US390414310699999,070,Liberty Township,2016,295,482431,380000,,,,,,,6.302451321856238,
0700000US391594335899999,070,Liberty Township,2017,17,255389,205450,,,,,,,3.222037513330406,
0700000US391414330299999,070,Liberty Township,2017,3,141089,113500,,,,,,,1.780001254626435,
0700000US390914324699999,070,Liberty Township,2017,2,230279,185250,,,,,,,2.9052443384982123,
0700000US390894323299999,070,Liberty Township,2017,37,417672,336000,,,,,,,5.269431026911737,
0700000US390834321899999,070,Liberty Township,2017,13,325934,262200,,,,,,,4.112038140643623,
0700000US390454312099999,070,Liberty Township,2017,46,320091,257500,,,,,,,4.038328837588608,
0700000US390414310699999,070,Liberty Township,2017,292,536420,431528,,,,,,,6.767572611504924,
0700000US391594335899999,070,Liberty Township,2018,21,196576,162000,,,,,,,2.529195029038906,
0700000US391414330299999,070,Liberty Township,2018,7,196576,162000,,,,,,,2.529195029038906,
0700000US390914324699999,070,Liberty Township,2018,2,297231,244950,,,,,,,3.8242365577967905,
0700000US390894323299999,070,Liberty Township,2018,31,442904,365000,,,,,,,5.698494972834571,
0700000US390834321899999,070,Liberty Township,2018,26,252091,207750,,,,,,,3.243458440017486,
0700000US390454312099999,070,Liberty Township,2018,41,325201,268000,,,,,,,4.184100418410042,
0700000US390414310699999,070,Liberty Township,2018,298,545985,449950,,,,,,,7.024761131580592,
0700000US391594335899999,070,Liberty Township,2019,27,292001,245000,,,,,,,3.6454535985834804,
0700000US391414330299999,070,Liberty Township,2019,4,147728,123950,,,,,,,1.8443019328343775,
0700000US390914324699999,070,Liberty Township,2019,6,348613,292500,,,,,,,4.35222521463538,
0700000US390894323299999,070,Liberty Township,2019,36,417144,350000,,,,,,,5.207790855119258,
0700000US390834321899999,070,Liberty Township,2019,20,346825,291000,,,,,,,4.329906110970583,
0700000US390454312099999,070,Liberty Township,2019,59,351593,295000,,,,,,,4.389423720743375,
0700000US390414310699999,070,Liberty Township,2019,327,515470,432500,,,,,,,6.435341556683084,
0700000US391594335899999,070,Liberty Township,2020,19,323762,275000,,,,,,,3.955525509543604,
0700000US391414330299999,070,Liberty Township,2020,2,233638,198450,,,,,,,2.8544510449779206,
0700000US390914324699999,070,Liberty Township,2020,6,327293,278000,,,,,,,3.9986766969204433,
0700000US390894323299999,070,Liberty Township,2020,23,465039,395000,,,,,,,5.681573004617177,
0700000US390834321899999,070,Liberty Township,2020,20,341951,290450,,,,,,,4.177754124534326,
0700000US390454312099999,070,Liberty Township,2020,68,372620,316500,,,,,,,4.552450268256548,
0700000US390414310699999,070,Liberty Township,2020,356,614264,521750,,,,,,,7.504710671288638,
0700000US391594335899999,070,Liberty Township,2021,12,421682,375000,,,,,,,5.220005846406549,
0700000US391414330299999,070,Liberty Township,2021,3,271001,241000,,,,,,,3.3547237572906083,
0700000US390914324699999,070,Liberty Township,2021,7,471160,419000,,,,,,,5.832486532384917,
0700000US390894323299999,070,Liberty Township,2021,23,618355,549900,,,,,,,7.654616573170562,
0700000US390834321899999,070,Liberty Township,2021,19,320479,285000,,,,,,,3.967204443268977,
0700000US390454312099999,070,Liberty Township,2021,61,393570,350000,,,,,,,4.872005456646112,
0700000US390414310699999,070,Liberty Township,2021,341,574085,510531,,,,,,,7.106599479391417,
0700000US391594335899999,070,Liberty Township,2022,16,306831,294700,,,,,,,3.88904284941341,
0700000US391414330299999,070,Liberty Township,2022,9,270703,260000,,,,,,,3.4311202607651397,
0700000US390914324699999,070,Liberty Township,2022,10,377422,362500,,,,,,,4.783773440489858,
0700000US390894323299999,070,Liberty Township,2022,17,489347,470000,,,,,,,6.2024097021523685,
0700000US390834321899999,070,Liberty Township,2022,13,312349,300000,,,,,,,3.958984916267469,
0700000US390454312099999,070,Liberty Township,2022,36,431042,414000,,,,,,,5.4633991844491065,
0700000US390414310699999,070,Liberty Township,2022,356,536200,515000,,,,,,,6.796257439592488,
0700000US391594335899999,070,Liberty Township,2023,20,275250,275250,,,,,,,3.5566610673213592,
0700000US391414330299999,070,Liberty Township,2023,9,230000,230000,,,,,,,2.9719602015764313,
0700000US390914324699999,070,Liberty Township,2023,8,343000,343000,,,,,,,4.432097170177025,
0700000US390894323299999,070,Liberty Township,2023,19,450000,450000,,,,,,,5.814704742214756,
0700000US390834321899999,070,Liberty Township,2023,8,287500,287500,,,,,,,3.7149502519705386,
0700000US390454312099999,070,Liberty Township,2023,53,445000,445000,,,,,,,5.750096911745704,
0700000US390414310699999,070,Liberty Township,2023,369,538829,538829,,,,,,,6.962514536761856,
0700000US391594335899999,070,Liberty Township,2024,18,371542,382500,,,,,,,,
0700000US391414330299999,070,Liberty Township,2024,3,205926,212000,,,,,,,,
0700000US390914324699999,070,Liberty Township,2024,4,305635,314650,,,,,,,,
0700000US390894323299999,070,Liberty Township,2024,23,607094,625000,,,,,,,,
0700000US390834321899999,070,Liberty Township,2024,10,407967,420000,,,,,,,,
0700000US390454312099999,070,Liberty Township,2024,40,480819,495000,,,,,,,,
0700000US390414310699999,070,Liberty Township,2024,351,546773,562900,,,,,,,,
0500000US39089,050,Licking,2012,1571,166557,125501,69450,52331,2787,90055,67857,3872,2.3371198718784334,2.398215207047448
0500000US39089,050,Licking,2013,1972,176577,135000,71775,54875,2663,91600,70032,3280,2.4963479354278,2.460136674259681
0500000US39089,050,Licking,2014,2066,186629,145000,74206,57654,3459,89802,69771,2853,2.572244593851449,2.5150032955215598
0500000US39089,050,Licking,2015,2305,196564,152900,76984,59883,4339,91623,71270,3330,2.627508935936211,2.553312292303325
0500000US39089,050,Licking,2016,2455,205668,162000,74504,58685,2823,98752,77785,5641,2.6868345108966065,2.7605009798074462
0500000US39089,050,Licking,2017,2535,223753,180000,78168,62883,4902,100653,80971,4328,2.8229094787027162,2.862458852154
0500000US39089,050,Licking,2018,2488,236088,194562,82251,67784,6341,101602,83731,4592,3.037555423718229,2.8703160037767024
0500000US39089,050,Licking,2019,2609,244327,205000,78677,66013,4293,105272,88327,5525,3.0502775008555654,3.105448926726554
0500000US39089,050,Licking,2020,2579,270665,229900,82022,69669,0,107922,91668,0,3.306819325978453,3.299889477385925
0500000US39089,050,Licking,2021,2891,292366,260000,82453,73325,5358,106836,95009,7173,3.6192040535085406,3.5458574838049777
0500000US39089,050,Licking,2022,2480,312349,300000,79809,76654,4616,106882,102656,6998,3.958984916267469,3.913690087927571
0500000US39089,050,Licking,2023,2154,310000,310000,75976,75976,4852,98310,98310,5077,4.0056854890812765,4.080235863957039
0500000US39089,050,Licking,2024,2200,310832,320000,,,,,,,,
0700000US390894345699999,070,Licking Township,2012,46,185799,140000,,,,,,,2.607124899905026,
0700000US390894345699999,070,Licking Township,2013,52,195542,149500,,,,,,,2.7644741951589342,
0700000US390894345699999,070,Licking Township,2014,56,225821,175450,,,,,,,3.1124159585602524,
0700000US390894345699999,070,Licking Township,2015,54,196049,152500,,,,,,,2.6206351388507008,
0700000US390894345699999,070,Licking Township,2016,77,215824,170000,,,,,,,2.8195176966198963,
0700000US390894345699999,070,Licking Township,2017,70,216233,173950,,,,,,,2.7280283545574306,
0700000US390894345699999,070,Licking Township,2018,99,218418,180000,,,,,,,2.8102166989321176,
0700000US390894345699999,070,Licking Township,2019,81,277699,233000,,,,,,,3.4669007692651066,
0700000US390894345699999,070,Licking Township,2020,77,323762,275000,,,,,,,3.955525509543604,
0700000US390894345699999,070,Licking Township,2021,73,303611,270000,,,,,,,3.7584042094127144,
0700000US390894345699999,070,Licking Township,2022,52,367895,353350,,,,,,,4.6630244005437005,
0700000US390894345699999,070,Licking Township,2023,51,339000,339000,,,,,,,4.380410905801783,
0700000US390894345699999,070,Licking Township,2024,42,337059,347000,,,,,,,,
0700000US391174368099999,070,Lincoln Township,2012,6,99535,75000,,,,,,,1.3966740535205497,
0700000US391174368099999,070,Lincoln Township,2013,10,135702,103750,,,,,,,1.9184896170417356,
0700000US391174368099999,070,Lincoln Township,2014,13,186629,145000,,,,,,,2.572244593851449,
0700000US391174368099999,070,Lincoln Township,2015,14,170338,132500,,,,,,,2.276945284575199,
0700000US391174368099999,070,Lincoln Township,2016,29,195511,154000,,,,,,,2.5541513251733177,
0700000US391174368099999,070,Lincoln Township,2017,25,223629,179900,,,,,,,2.821341195658993,
0700000US391174368099999,070,Lincoln Township,2018,18,199610,164500,,,,,,,2.568225816524074,
0700000US391174368099999,070,Lincoln Township,2019,22,177584,149000,,,,,,,2.2170309640364843,
0700000US391174368099999,070,Lincoln Township,2020,18,303100,257450,,,,,,,3.7030910633890937,
0700000US391174368099999,070,Lincoln Township,2021,24,279885,248900,,,,,,,3.464691880454906,
0700000US391174368099999,070,Lincoln Township,2022,12,309694,297450,,,,,,,3.9253335444791952,
0700000US391174368099999,070,Lincoln Township,2023,15,297500,297500,,,,,,,3.8441659129086445,
0700000US391174368099999,070,Lincoln Township,2024,15,250560,257950,,,,,,,,
1600000US3944086,160,Lithopolis,2012,13,199070,150000,,,,,,,2.7933481070410995,
1600000US3944086,160,Lithopolis,2013,15,206660,158000,,,,,,,2.921651657759944,
1600000US3944086,160,Lithopolis,2014,26,225821,175450,,,,,,,3.1124159585602524,
1600000US3944086,160,Lithopolis,2015,25,231403,180000,,,,,,,3.093208688479516,
1600000US3944086,160,Lithopolis,2016,32,311193,245120,,,,,,,4.065412810561582,
1600000US3944086,160,Lithopolis,2017,44,294866,237208,,,,,,,3.7200850009409705,
1600000US3944086,160,Lithopolis,2018,47,299112,246500,,,,,,,3.8484356460375944,
1600000US3944086,160,Lithopolis,2019,48,305111,256000,,,,,,,3.8091270254586576,
1600000US3944086,160,Lithopolis,2020,51,323173,274500,,,,,,,3.948333644980797,
1600000US3944086,160,Lithopolis,2021,51,354213,315000,,,,,,,4.384804910981501,
1600000US3944086,160,Lithopolis,2022,40,396111,380450,,,,,,,5.020652704646529,
1600000US3944086,160,Lithopolis,2023,61,396000,396000,,,,,,,5.116940173148985,
1600000US3944086,160,Lithopolis,2024,66,380255,391470,,,,,,,,
1600000US3944310,160,Lockbourne,2013,2,31261,23900,,,,,,,0.44194604190166237,
1600000US3944310,160,Lockbourne,2014,7,43761,34000,,,,,,,0.6031470082134431,
1600000US3944310,160,Lockbourne,2015,3,70706,55000,,,,,,,0.9451470992576299,
1600000US3944310,160,Lockbourne,2016,1,107785,84900,,,,,,,1.4081003084884067,
1600000US3944310,160,Lockbourne,2017,5,111752,89900,,,,,,,1.4098864563076345,
1600000US3944310,160,Lockbourne,2018,2,74020,61000,,,,,,,0.9523512146381065,
1600000US3944310,160,Lockbourne,2019,5,109649,92000,,,,,,,1.3689050247742052,
1600000US3944310,160,Lockbourne,2021,5,181042,161000,,,,,,,2.2411225100572114,
1600000US3944310,160,Lockbourne,2022,4,252482,242500,,,,,,,3.2001794739828706,
1600000US3944310,160,Lockbourne,2023,2,246750,246750,,,,,,,3.188396433647758,
1600000US3944310,160,Lockbourne,2024,2,221954,228500,,,,,,,,
0500000US39091,050,Logan,2012,120,159853,120450,,,,,,,2.243058529954003,
0500000US39091,050,Logan,2013,124,142504,108950,,,,,,,2.0146452412211766,
0500000US39091,050,Logan,2014,115,173629,134900,,,,,,,2.3930744531762786,
0500000US39091,050,Logan,2015,127,178373,138750,,,,,,,2.3843483640362937,
0500000US39091,050,Logan,2016,174,163138,128500,,,,,,,2.131223670680333,
0500000US39091,050,Logan,2017,186,164305,132176,,,,,,,2.0729016372874978,
0500000US39091,050,Logan,2018,176,184442,152000,,,,,,,2.373071879098233,
0500000US39091,050,Logan,2019,226,198024,166150,,,,,,,2.472212715937328,
0500000US39091,050,Logan,2020,221,200144,170000,,,,,,,2.445233951354228,
0500000US39091,050,Logan,2021,265,236142,210000,,,,,,,2.9232032739876668,
0500000US39091,050,Logan,2022,304,248578,238750,,,,,,,3.1506921625295274,
0500000US39091,050,Logan,2023,258,238950,238950,,,,,,,3.087608218116036,
0500000US39091,050,Logan,2024,301,242741,249900,,,,,,,,
1600000US3944632,160,Logan City,2012,39,99535,75000,,,,,,,1.3966740535205497,
1600000US3944632,160,Logan City,2013,39,127507,97484,,,,,,,1.8026220899055088,
1600000US3944632,160,Logan City,2014,50,102002,79250,,,,,,,1.4058647176739814,
1600000US3944632,160,Logan City,2015,75,110173,85700,,,,,,,1.472711025570525,
1600000US3944632,160,Logan City,2016,52,113244,89200,,,,,,,1.4794175208146747,
1600000US3944632,160,Logan City,2017,69,123257,99155,,,,,,,1.5550310520042658,
1600000US3944632,160,Logan City,2018,85,139424,114900,,,,,,,1.793854992818335,
1600000US3944632,160,Logan City,2019,75,138253,116000,,,,,,,1.726010683410954,
1600000US3944632,160,Logan City,2020,87,175891,149400,,,,,,,2.148929131366598,
1600000US3944632,160,Logan City,2021,103,157316,139900,,,,,,,1.947410181099403,
1600000US3944632,160,Logan City,2022,83,176998,170000,,,,,,,2.243424785884899,
1600000US3944632,160,Logan City,2023,79,166900,166900,,,,,,,2.156609381056984,
1600000US3944632,160,Logan City,2024,89,184459,189900,,,,,,,,
1600000US3944674,160,London City,2012,88,134704,101500,,,,,,,1.8901655524311438,
1600000US3944674,160,London City,2013,109,130798,100000,,,,,,,1.8491466188354075,
1600000US3944674,160,London City,2014,100,139328,108250,,,,,,,1.9203136364442712,
1600000US3944674,160,London City,2015,124,147712,114900,,,,,,,1.9744982128127577,
1600000US3944674,160,London City,2016,143,158313,124700,,,,,,,2.0681991574617706,
1600000US3944674,160,London City,2017,160,164086,132000,,,,,,,2.0701336177153253,
1600000US3944674,160,London City,2018,155,157747,130000,,,,,,,2.029600949228752,
1600000US3944674,160,London City,2019,145,172042,144350,,,,,,,2.147841742675614,
1600000US3944674,160,London City,2020,166,205971,174950,,,,,,,2.516433410526013,
1600000US3944674,160,London City,2021,153,224897,200000,,,,,,,2.7840031180834925,
1600000US3944674,160,London City,2022,154,229056,220000,,,,,,,2.9032556052628107,
1600000US3944674,160,London City,2023,114,248500,248500,,,,,,,3.2110091743119265,
1600000US3944674,160,London City,2024,116,242838,250000,,,,,,,,
0500000US39097,050,Madison,2012,275,152620,115000,,,,,,,2.1415668820648426,
0700000US391294656499999,070,Madison,2013,1,163497,125000,,,,,,,2.3114332735442593,
0500000US39097,050,Madison,2013,350,163824,125250,,,,,,,2.316056140091348,
0700000US391294656499999,070,Madison,2014,7,276597,214900,,,,,,,3.8122438842667328,
0500000US39097,050,Madison,2014,355,163461,127000,,,,,,,2.252931471856096,
0700000US391294656499999,070,Madison,2015,12,255186,198500,,,,,,,3.411121803684355,
0500000US39097,050,Madison,2015,420,173231,134750,,,,,,,2.315610393181193,
0700000US391294656499999,070,Madison,2016,13,337702,266000,,,,,,,4.411715925299367,
0500000US39097,050,Madison,2016,463,184720,145500,,,,,,,2.413175440342323,
0700000US391294656499999,070,Madison,2017,12,300140,241450,,,,,,,3.786619409070949,
0500000US39097,050,Madison,2017,484,181178,145750,,,,,,,2.2857725362273382,
0700000US391294656499999,070,Madison,2018,8,336728,277500,,,,,,,4.332417410853681,
0500000US39097,050,Madison,2018,467,200217,165000,,,,,,,2.5760319740211077,
0700000US391294656499999,070,Madison,2019,7,435021,365000,,,,,,,5.430981891767226,
0500000US39097,050,Madison,2019,473,212147,178000,,,,,,,2.648533634889223,
0700000US391294656499999,070,Madison,2020,14,392046,333000,,,,,,,4.789781798829163,
0500000US39097,050,Madison,2020,492,244293,207500,,,,,,,2.9846237935647193,
0700000US391294656499999,070,Madison,2021,10,380195,338106,,,,,,,4.706433831205891,
0500000US39097,050,Madison,2021,510,281122,250000,,,,,,,3.4800038976043655,
0700000US391294656499999,070,Madison,2022,13,353892,339900,,,,,,,4.485529910131042,
0500000US39097,050,Madison,2022,491,270703,260000,,,,,,,3.4311202607651397,
0700000US391294656499999,070,Madison,2023,14,395750,395750,,,,,,,5.113709781625533,
0500000US39097,050,Madison,2023,436,299001,299001,,,,,,,3.863561183615454,
0700000US391294656499999,070,Madison,2024,6,395825,407500,,,,,,,,
0500000US39097,050,Madison,2024,483,312775,322000,,,,,,,,
0700000US390894650899999,070,Madison Township,2012,29,153948,116000,,,,,,,2.1601892027784504,
0700000US390494641099999,070,Madison Township,2012,134,63371,47750,,,,,,,0.88921581407475,
0700000US390474639699999,070,Madison Township,2012,7,130059,98000,,,,,,,1.8249874299335183,
0700000US390454638299999,070,Madison Township,2012,9,126078,95000,,,,,,,1.7691204677926964,
0700000US390894650899999,070,Madison Township,2013,31,147670,112900,,,,,,,2.087686532665175,
0700000US390494641099999,070,Madison Township,2013,159,57551,44000,,,,,,,0.8136245122875794,
0700000US390474639699999,070,Madison Township,2013,6,280822,214700,,,,,,,3.9701177906396197,
0700000US390454638299999,070,Madison Township,2013,10,174353,133300,,,,,,,2.464912442907598,
0700000US391274655099999,070,Madison Township,2014,6,123561,96000,,,,,,,1.7030033173085453,
0700000US390894650899999,070,Madison Township,2014,32,187272,145500,,,,,,,2.5811144027957638,
0700000US390494641099999,070,Madison Township,2014,150,91706,71250,,,,,,,1.263947774564936,
0700000US390474639699999,070,Madison Township,2014,8,134823,104750,,,,,,,1.858224973834064,
0700000US390454638299999,070,Madison Township,2014,8,145442,113000,,,,,,,2.004576821415267,
0700000US391274655099999,070,Madison Township,2015,3,136270,106000,,,,,,,1.8215562276601591,
0700000US390894650899999,070,Madison Township,2015,31,212119,165000,,,,,,,2.83544129777289,
0700000US390494641099999,070,Madison Township,2015,159,95775,74500,,,,,,,1.2802447071762442,
0700000US390474639699999,070,Madison Township,2015,10,98989,77000,,,,,,,1.3232059389606818,
0700000US390454638299999,070,Madison Township,2015,13,141284,109900,,,,,,,1.888575749243882,
0700000US391274655099999,070,Madison Township,2016,3,177611,139900,,,,,,,2.32029721033602,
0700000US390894650899999,070,Madison Township,2016,35,171390,135000,,,,,,,2.239028759080506,
0700000US390494641099999,070,Madison Township,2016,193,116164,91500,,,,,,,1.5175639367101206,
0700000US390474639699999,070,Madison Township,2016,3,117942,92900,,,,,,,1.540783494211696,
0700000US390454638299999,070,Madison Township,2016,15,158821,125100,,,,,,,2.074833316747935,
0700000US391274655099999,070,Madison Township,2017,11,110633,89000,,,,,,,1.3957719089141207,
0700000US390894650899999,070,Madison Township,2017,34,211322,170000,,,,,,,2.666081174330343,
0700000US390494641099999,070,Madison Township,2017,173,130523,105000,,,,,,,1.646697195909918,
0700000US390474639699999,070,Madison Township,2017,9,257938,207500,,,,,,,3.2541873157267425,
0700000US390454638299999,070,Madison Township,2017,9,212565,171000,,,,,,,2.6817640047675804,
0700000US391274655099999,070,Madison Township,2018,7,218297,179900,,,,,,,2.808655467432711,
0700000US390894650899999,070,Madison Township,2018,24,215385,177500,,,,,,,2.7711859114469495,
0700000US390494641099999,070,Madison Township,2018,176,141244,116400,,,,,,,1.817273465309436,
0700000US390474639699999,070,Madison Township,2018,9,331268,273000,,,,,,,4.262161993380379,
0700000US390454638299999,070,Madison Township,2018,16,191662,157950,,,,,,,2.465965153312933,
0700000US391274655099999,070,Madison Township,2019,4,204400,171500,,,,,,,2.551817519008437,
0700000US390894650899999,070,Madison Township,2019,32,204996,172000,,,,,,,2.5592572202300357,
0700000US390494641099999,070,Madison Township,2019,191,150172,126000,,,,,,,1.874804707842933,
0700000US390474639699999,070,Madison Township,2019,6,285445,239500,,,,,,,3.5636168851458923,
0700000US390454638299999,070,Madison Township,2019,11,227641,191000,,,,,,,2.841965866650795,
0700000US391274655099999,070,Madison Township,2020,5,168945,143500,,,,,,,2.0640651295254804,
0700000US390894650899999,070,Madison Township,2020,37,311988,265000,,,,,,,3.8116882182874727,
0700000US390494641099999,070,Madison Township,2020,182,172948,146900,,,,,,,2.1129698085525654,
0700000US390474639699999,070,Madison Township,2020,9,182484,155000,,,,,,,2.2294780144700312,
0700000US390454638299999,070,Madison Township,2020,13,217803,185000,,,,,,,2.6609898882384244,
0700000US391274655099999,070,Madison Township,2021,8,266503,237000,,,,,,,3.299043694928939,
0700000US390894650899999,070,Madison Township,2021,41,310920,276500,,,,,,,3.848884310750428,
0700000US390494641099999,070,Madison Township,2021,200,191725,170500,,,,,,,2.3733626581661773,
0700000US390474639699999,070,Madison Township,2021,10,224335,199500,,,,,,,2.7770431102882838,
0700000US390454638299999,070,Madison Township,2021,6,292366,260000,,,,,,,3.6192040535085406,
